codice_ipa,comune,cod_comune,provincia,cod_provincia,regione,cod_regione,importo_finanziamento,avviso,data_invio_candidatura,data_finanziamento,codice_cup,numero_finestra_temporale,numero_di_protocollo,stato_candidatura,misura,tipologia_ente
c_c955,Condove,001093,TO,001,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T10:50:27.000+0000,2022-08-02,D21F22001920006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g111,Oriolo Romano,056041,VT,056,Lazio,12,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T08:05:42.000+0000,2022-08-02,F81F22002140006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a979,Bonvicino,004023,CN,004,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T07:49:38.000+0000,2022-08-02,J11F22001700006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i659,Serravalle Langhe,004219,CN,004,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T08:50:56.000+0000,2022-08-02,J81F22002350006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f771,Motta Baluffi,019061,CR,019,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-17T11:16:27.000+0000,2022-08-02,D81F22002180006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_l146,Terzorio,008060,IM,008,Liguria,07,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T08:46:30.000+0000,2022-08-02,H71F22000760006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b473,Cameri,003032,NO,003,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T09:19:33.000+0000,2022-08-02,H81F22001960006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a171,Albonese,018003,PV,018,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T08:20:51.000+0000,2022-08-02,F21F22001810006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g559,Pianezza,001189,TO,001,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-09T10:35:02.000+0000,2022-08-02,F81F22002660006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_m418,Piadena Drizzona,019116,CR,019,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T10:58:49.000+0000,2022-08-02,I91F22001650006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c259,Castel San Giorgio,065034,SA,065,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T10:48:36.000+0000,2022-08-02,H41F22002040006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f840,Narbolia,095031,OR,095,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T09:10:59.000+0000,2022-08-02,E31F22002020006,3.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_c739,Cisterna d'Asti,005040,AT,005,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-10T16:14:03.000+0000,2022-08-02,B21F22001580006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e458,La Salle,007040,AO,007,Valle d'Aosta/Vallée d'Aoste,02,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-13T13:32:11.000+0000,2022-08-02,F71F22002060006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b772,Cargeghe,090022,SS,090,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T09:38:53.000+0000,2022-08-02,E21F22001340006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a372,Arco,022006,TN,022,Trentino-Alto Adige/Südtirol,04,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-21T15:36:44.000+0000,2022-11-30,F51F22002350006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c738,Cissone,004070,CN,004,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T09:10:50.000+0000,2022-08-02,E31F22002200006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i949,Stenico,022182,TN,022,Trentino-Alto Adige/Südtirol,04,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-26T06:40:44.000+0000,2022-11-30,H11F22002380006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g022,Olevano Romano,058073,RM,058,Lazio,12,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-05T13:56:40.000+0000,2022-11-30,H81F22002220006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d676,Fontanetto Po,002058,VC,002,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T09:48:49.000+0000,2022-08-02,D51F22002330006,3.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_e708,Lozzo di Cadore,025033,BL,025,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-15T10:16:21.000+0000,2022-08-02,J31F22001320006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i060,San Nicola Arcella,078125,CS,078,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T09:18:28.000+0000,2022-08-02,F71F22002120006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_m352,Borgo Chiese,022238,TN,022,Trentino-Alto Adige/Südtirol,04,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-21T06:07:40.000+0000,2022-11-30,J31F22002620006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e368,Issiglio,001124,TO,001,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T09:18:37.000+0000,2022-08-02,B61F22002220006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f712,Morbegno,014045,SO,014,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T09:26:47.000+0000,2022-08-02,H91F22000970006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a903,Blello,016027,BG,016,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T09:47:08.000+0000,2022-08-02,D41F22002310006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b018,Borgomale,004024,CN,004,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T10:36:24.000+0000,2022-08-02,B21F22001850006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c501,Cerenzia,101006,KR,101,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T10:29:58.000+0000,2022-08-02,G61F22002150006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b820,Carpiano,015050,MI,015,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-14T14:29:42.000+0000,2022-08-02,B71F22002120006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f374,Monleale,006101,AL,006,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T11:48:21.000+0000,2022-08-02,I21F22001560006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i693,Sestri Levante,010059,GE,010,Liguria,07,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-09T07:35:03.000+0000,2022-08-02,E11F22002040006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f734,Morlupo,058068,RM,058,Lazio,12,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-09T11:25:32.000+0000,2022-08-02,E31F22002180006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i865,Sospiro,019099,CR,019,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-10T10:22:33.000+0000,2022-08-02,H11F22002320006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g257,Palata,070050,CB,070,Molise,14,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T11:59:24.000+0000,2022-08-02,J21F22002180006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i871,Sover,022177,TN,022,Trentino-Alto Adige/Südtirol,04,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-25T09:57:21.000+0000,2022-11-30,C51F22002270006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d522,Orco Feglino,009044,SV,009,Liguria,07,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-15T12:10:14.000+0000,2022-08-02,J21F22001850006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i951,Stezzano,016207,BG,016,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-08T10:25:32.000+0000,2022-08-02,H41F22001640006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c672,Cibiana di Cadore,025013,BL,025,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-15T10:15:31.000+0000,2022-08-02,J11F22000960006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e626,Livorno Ferraris,002071,VC,002,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T13:31:31.000+0000,2022-08-02,C91F22002300006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f271,Ruinas,095044,OR,095,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-15T06:47:01.000+0000,2022-08-02,G71F22001980006,3.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_c093,Castel di Lama,044011,AP,044,Marche,11,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-10T08:35:13.000+0000,2022-08-02,C71F22001640006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b284,Busano,001043,TO,001,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T13:58:25.000+0000,2022-08-02,J61F22001920006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e930,Marciana,049010,LI,049,Toscana,09,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-29T14:25:46.000+0000,2022-08-02,H51F22001880006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i403,San Vito al Tagliamento,093041,PN,093,Friuli-Venezia Giulia,06,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-11T15:18:48.000+0000,2022-11-30,H41F22002230006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g840,Pontedassio,008045,IM,008,Liguria,07,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T13:45:07.000+0000,2022-08-02,D11F22001680006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b079,Bosia,004026,CN,004,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T12:45:29.000+0000,2022-08-02,D41F22001420006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_m169,Zeri,045017,MS,045,Toscana,09,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-13T10:35:22.000+0000,2022-08-02,H41F22001190006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h380,Roccavaldina,083073,ME,083,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-08T11:12:52.000+0000,2022-08-02,J21F22001770006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b756,Cardeto,080022,RC,080,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T14:50:27.000+0000,2022-08-02,C71F22001830006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h686,Salento,065115,SA,065,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T13:52:07.000+0000,2022-08-02,E41F22002030006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f498,Monteferrante,069052,CH,069,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T14:13:47.000+0000,2022-08-02,D11F22001990006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b084,Bossolasco,004027,CN,004,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T14:09:55.000+0000,2022-08-02,E51F22001580006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d333,Domus de Maria,111015,SU,111,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T15:09:22.000+0000,2022-08-02,D11F22001620006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b035,Borgo San Giacomo,017020,BS,017,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T15:25:07.000+0000,2022-08-02,G81F22002020006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b859,Casacanditella,069013,CH,069,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T15:38:19.000+0000,2022-08-02,G71F22001750006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_l747,Buonvicino,078020,CS,078,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T16:03:08.000+0000,2022-08-02,C11F22001770006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d165,Crevacuore,096021,BI,096,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T14:55:32.000+0000,2022-08-02,E31F22002150006,3.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_c803,Coazze,001089,TO,001,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-07T15:42:29.000+0000,2022-08-02,J71F22002000006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f376,Monopoli,072030,BA,072,Puglia,16,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-20T08:33:36.000+0000,2022-08-02,C61F22001850006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c383,Cavarzere,027006,VE,027,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-27T10:03:49.000+0000,2022-11-30,H71F22002150006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_l777,Verolanuova,017195,BS,017,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-10T13:58:50.000+0000,2022-08-02,J31F22001090006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a383,Ardesio,016012,BG,016,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-08T13:42:36.000+0000,2022-08-02,I71F22001810006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f785,Mozzagrogna,069056,CH,069,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-08T13:53:41.000+0000,2022-08-02,G51F22001380006,3.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_e805,Magione,054026,PG,054,Umbria,10,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-08T15:14:22.000+0000,2022-08-02,J51F22001660006,3.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_f743,Morozzo,004144,CN,004,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-08T14:17:51.000+0000,2022-08-02,B51F22001830006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h097,Quadrelle,064076,AV,064,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-09T08:13:40.000+0000,2022-08-02,F81F22002100006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e226,Grumolo delle Abbadesse,024047,VI,024,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-13T07:59:06.000+0000,2022-08-02,I61F22000100006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b658,Capitignano,066021,AQ,066,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-18T09:45:18.000+0000,2022-08-02,G91F22000890006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h614,Rovescala,018131,PV,018,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-18T09:59:27.000+0000,2022-08-02,C41F22001190006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d702,Forio,063031,,063,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-13T12:48:12.000+0000,2022-08-02,E61F22001020006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a737,Belfiore,023007,VR,023,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-15T09:11:51.000+0000,2022-08-02,E91F22000120006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_g609,Pietracatella,070053,CB,070,Molise,14,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-13T11:24:15.000+0000,2022-08-02,B51F22000130006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h796,San Chirico Raparo,076074,PZ,076,Basilicata,17,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-18T09:45:52.000+0000,2022-08-02,F51F22000960006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f915,Noci,072031,BA,072,Puglia,16,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-18T09:38:57.000+0000,2022-08-02,D71F22001340006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f170,Mezzana Bigli,018090,PV,018,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-06T09:58:31.000+0000,2022-08-02,G81F22001030006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h691,Salassa,001231,TO,001,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-26T10:25:36.000+0000,2022-08-02,H51F22000770006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e351,Isola del Piano,041021,PU,041,Marche,11,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-18T09:57:01.000+0000,2022-11-30,D21F22002130006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e644,Loceri,091039,NU,091,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-18T08:46:59.000+0000,2022-11-30,E31F22002660006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h385,Roccabruna,004187,CN,004,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-26T09:14:19.000+0000,2022-11-30,J31F22002680006,4.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_d428,Erve,097034,LC,097,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-18T07:47:10.000+0000,2022-11-30,F21F22002590006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h466,Rocchetta Palafea,005095,AT,005,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-18T14:14:36.000+0000,2022-11-30,E31F22002830006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h343,Rivarone,006145,AL,006,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-18T14:17:43.000+0000,2022-11-30,C11F22002370006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_m415,Valchiusa,001318,TO,001,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-18T09:08:05.000+0000,2022-11-30,H21F22002480006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h083,Provvidenti,070056,CB,070,Molise,14,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-12T11:43:18.000+0000,2022-08-02,E81F22000040006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c974,Contursi Terme,065046,SA,065,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-07T09:38:37.000+0000,2022-08-02,F71F22001150006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b858,Casacalenda,070011,CB,070,Molise,14,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-12T14:04:09.000+0000,2022-08-02,E81F22000220006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e061,Giurdignano,075033,LE,075,Puglia,16,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-05T10:12:27.000+0000,2022-08-02,B61F22001120006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f448,Montecalvo Irpino,064052,AV,064,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-07T09:59:40.000+0000,2022-08-02,C21F22000870006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e349,Isola della Scala,023040,VR,023,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-13T10:46:39.000+0000,2022-08-02,E61F22000830006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i497,Scandolara Ravara,019092,CR,019,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-20T08:52:26.000+0000,2022-08-02,C31F22001800006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b861,Casalanguida,069014,CH,069,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-19T07:50:39.000+0000,2022-11-30,E81F22002580006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_m204,Zungri,102050,VV,102,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-17T10:55:31.000+0000,2022-08-02,I71F22001630006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g066,Oncino,004154,CN,004,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-17T11:00:31.000+0000,2022-08-02,I61F22001850006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d666,Fontainemore,007028,AO,007,Valle d'Aosta/Vallée d'Aoste,02,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-08-30T10:29:55.000+0000,2022-11-30,E41F22002560006,5.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f870,Nereto,067031,TE,067,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-08-30T13:17:36.000+0000,2022-11-30,E31F22002980006,5.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a100,Aielli,066002,AQ,066,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-09-01T08:31:01.000+0000,2022-11-30,G81F22002750006,5.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b042,Borgo Val di Taro,034006,PR,034,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-08-30T09:42:03.000+0000,2022-11-30,H61F22002700006,5.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_i339,Santi Cosma e Damiano,059026,LT,059,Lazio,12,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-08T16:22:15.000+0000,2022-08-02,J81F22002010006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b765,Carentino,006031,AL,006,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-09T14:03:14.000+0000,2022-08-02,B41F22001690006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c332,Castrezzato,017045,BS,017,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-08T17:11:28.000+0000,2022-08-02,I61C22000930004,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a708,Bassignana,006013,AL,006,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-29T11:05:43.000+0000,2022-08-02,B41F22001590006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_l202,Tonara,091093,NU,091,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-08T15:55:18.000+0000,2022-08-02,C31F22001770006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h559,Rosasco,018130,PV,018,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-09T08:20:29.000+0000,2022-08-02,B31F22000950006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d759,Francavilla Bisio,006070,AL,006,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-09T07:41:41.000+0000,2022-08-02,J71F22001890006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i32k,San Teodoro,090092,SS,090,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-09T07:20:38.000+0000,2022-08-02,H91F22001520006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_l102,Teora,064108,AV,064,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-09T09:18:43.000+0000,2022-08-02,J41F22001840006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_l810,Vestenanova,023093,VR,023,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-09T08:22:54.000+0000,2022-08-02,I51F22001900006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
